Rating,Days
5.0,735189.0
5.0,734803.0
5.0,735242.0
5.0,735964.0
4.0,731181.0
5.0,735873.0
5.0,735872.0
5.0,735866.0
5.0,735180.0
5.0,735621.0
5.0,735540.0
5.0,735997.0
5.0,735623.0
5.0,732662.0
5.0,735988.0
5.0,734527.0
5.0,732674.0
3.0,736275.0
5.0,736254.0
5.0,735215.0
5.0,734799.0
5.0,732671.0
5.0,735951.0
5.0,735648.0
5.0,735588.0
5.0,736276.0
5.0,735868.0
5.0,735257.0
5.0,735930.0
4.0,735893.0
5.0,735134.0
5.0,735134.0
5.0,735870.0
5.0,734918.0
5.0,735189.0
5.0,732667.0
5.0,735905.0
5.0,735877.0
5.0,736250.0
5.0,732652.0
5.0,735956.0
5.0,736278.0
5.0,735995.0
5.0,735243.0
5.0,735573.0
5.0,732674.0
5.0,731201.0
3.0,735519.0
5.0,735601.0
5.0,735626.0
5.0,735990.0
5.0,735929.0
5.0,735264.0
5.0,735591.0
5.0,735856.0
5.0,735874.0
5.0,735874.0
5.0,734072.0
5.0,732682.0
5.0,735871.0
5.0,735939.0
5.0,734914.0
5.0,735611.0
5.0,735923.0
5.0,736241.0
5.0,733791.0
5.0,735623.0
5.0,735636.0
5.0,735177.0
5.0,736256.0
5.0,735647.0
4.0,735263.0
5.0,735617.0
5.0,735610.0
5.0,732663.0
5.0,735126.0
5.0,735174.0
5.0,731189.0
5.0,734870.0
5.0,735631.0
5.0,734544.0
5.0,732664.0
5.0,735503.0
5.0,735281.0
5.0,733075.0
5.0,733389.0
5.0,735867.0
5.0,735867.0
5.0,735622.0
5.0,734860.0
4.0,735606.0
5.0,735932.0
5.0,732957.0
5.0,735552.0
5.0,733711.0
5.0,735948.0
5.0,734479.0
5.0,734835.0
5.0,735925.0
5.0,732957.0
5.0,735194.0
5.0,736250.0
5.0,734845.0
5.0,736250.0
5.0,735628.0
5.0,735587.0
5.0,735272.0
5.0,735950.0
5.0,734920.0
5.0,735577.0
5.0,732688.0
5.0,736235.0
5.0,734777.0
5.0,735167.0
5.0,734872.0
5.0,735900.0
3.0,735173.0
5.0,736255.0
5.0,735202.0
5.0,735630.0
4.0,734844.0
5.0,735155.0
4.0,734844.0
5.0,734406.0
5.0,736284.0
5.0,735879.0
4.0,735525.0
4.0,735525.0
5.0,736281.0
5.0,736231.0
5.0,735608.0
5.0,735175.0
5.0,734403.0
5.0,735597.0
5.0,734809.0
5.0,735635.0
5.0,732674.0
4.0,735628.0
5.0,735226.0
5.0,735275.0
5.0,735588.0
5.0,734860.0
5.0,735282.0
5.0,736281.0
5.0,735587.0
5.0,735587.0
4.0,732663.0
5.0,734779.0
5.0,735993.0
5.0,732662.0
5.0,732657.0
5.0,735615.0
5.0,731193.0
5.0,735150.0
5.0,735869.0
5.0,735958.0
5.0,735871.0
5.0,735602.0
5.0,735858.0
5.0,735573.0
5.0,735980.0
4.0,731192.0
4.0,735604.0
5.0,731190.0
5.0,735555.0
4.0,735955.0
5.0,732675.0
3.0,734550.0
4.0,735529.0
5.0,732670.0
5.0,735903.0
5.0,736281.0
5.0,734850.0
5.0,734845.0
5.0,734796.0
5.0,735227.0
5.0,736221.0
5.0,732679.0
5.0,732661.0
4.0,735547.0
5.0,731190.0
5.0,735878.0
5.0,735274.0
5.0,735622.0
5.0,735548.0
5.0,734776.0
5.0,735227.0
5.0,735924.0
5.0,736009.0
4.0,735918.0
5.0,735567.0
5.0,735648.0
4.0,735591.0
5.0,735600.0
5.0,735628.0
5.0,735931.0
3.0,736270.0
5.0,735584.0
5.0,732665.0
5.0,732664.0
5.0,735535.0
5.0,735602.0
5.0,735542.0
5.0,734920.0
3.0,733047.0
5.0,731195.0
5.0,732663.0
5.0,736000.0
5.0,735617.0
5.0,735610.0
5.0,735922.0
5.0,734786.0
5.0,732665.0
5.0,735912.0
5.0,735619.0
4.0,731197.0
5.0,736012.0
5.0,733692.0
5.0,731185.0
5.0,735167.0
5.0,735891.0
5.0,731181.0
5.0,735625.0
5.0,735589.0
5.0,735126.0
5.0,735178.0
5.0,731192.0
3.0,731185.0
5.0,735575.0
5.0,735575.0
5.0,734872.0
5.0,735605.0
5.0,735605.0
5.0,734851.0
4.0,735942.0
3.0,731189.0
5.0,732652.0
5.0,735140.0
5.0,735140.0
5.0,736270.0
5.0,735927.0
5.0,735626.0
5.0,735150.0
5.0,736222.0
5.0,735224.0
5.0,735973.0
5.0,735562.0
4.0,734807.0
3.0,735145.0
5.0,735579.0
5.0,735152.0
5.0,734901.0
5.0,735916.0
5.0,735916.0
5.0,733760.0
5.0,735549.0
5.0,732669.0
5.0,735935.0
5.0,736292.0
5.0,735592.0
5.0,735592.0
5.0,735144.0
5.0,736271.0
5.0,735909.0
5.0,734858.0
5.0,734835.0
4.0,735868.0
5.0,735278.0
5.0,736260.0
5.0,732658.0
5.0,735947.0
4.0,732967.0
5.0,735981.0
5.0,735648.0
5.0,735967.0
5.0,735894.0
5.0,735172.0
5.0,735992.0
5.0,735256.0
5.0,735203.0
5.0,735182.0
5.0,735570.0
5.0,734914.0
5.0,735174.0
4.0,735255.0
5.0,735940.0
5.0,734178.0
5.0,736280.0
5.0,734903.0
5.0,735272.0
5.0,735882.0
5.0,735565.0
5.0,735524.0
5.0,735152.0
5.0,735587.0
3.0,731190.0
5.0,734851.0
5.0,735884.0
5.0,732666.0
5.0,735565.0
3.0,735515.0
4.0,735994.0
5.0,735633.0
5.0,734795.0
4.0,735492.0
5.0,735575.0
5.0,735548.0
5.0,735508.0
5.0,734835.0
5.0,735953.0
5.0,734796.0
5.0,731190.0
5.0,735506.0
5.0,735929.0
5.0,735604.0
5.0,735603.0
5.0,735882.0
5.0,734833.0
5.0,732668.0
5.0,735947.0
5.0,735902.0
5.0,735602.0
5.0,735507.0
5.0,735507.0
5.0,735521.0
5.0,735605.0
5.0,735988.0
5.0,735528.0
5.0,734788.0
5.0,735856.0
5.0,732228.0
5.0,735918.0
5.0,735545.0
5.0,735228.0
5.0,734838.0
5.0,735606.0
5.0,735168.0
5.0,735167.0
5.0,735910.0
5.0,734857.0
5.0,735562.0
5.0,735146.0
4.0,735150.0
5.0,735985.0
5.0,735577.0
5.0,735146.0
5.0,734551.0
4.0,732666.0
5.0,735580.0
5.0,735580.0
5.0,735552.0
5.0,735552.0
5.0,734538.0
5.0,735139.0
5.0,735539.0
4.0,735905.0
5.0,735555.0
5.0,734846.0
5.0,736261.0
5.0,735537.0
5.0,735600.0
5.0,732661.0
5.0,731189.0
5.0,730039.0
5.0,735164.0
5.0,735593.0
3.0,735563.0
5.0,734899.0
5.0,735526.0
4.0,735146.0
5.0,735635.0
5.0,735969.0
5.0,735568.0
5.0,734553.0
5.0,734553.0
5.0,733771.0
5.0,735519.0
5.0,735519.0
5.0,735197.0
5.0,731189.0
4.0,735611.0
5.0,735958.0
5.0,735890.0
5.0,734815.0
5.0,734815.0
3.0,731244.0
5.0,731182.0
5.0,731948.0
5.0,735967.0
5.0,735152.0
5.0,731195.0
5.0,733391.0
5.0,735129.0
5.0,735129.0
5.0,731181.0
5.0,735909.0
5.0,735506.0
5.0,735876.0
5.0,732661.0
5.0,735618.0
5.0,734837.0
5.0,735548.0
5.0,735548.0
5.0,732672.0
4.0,732665.0
4.0,735973.0
5.0,734547.0
5.0,734893.0
5.0,736257.0
5.0,732674.0
5.0,735520.0
5.0,735574.0
5.0,732688.0
5.0,734888.0
5.0,731206.0
5.0,735577.0
5.0,735577.0
5.0,735249.0
5.0,732679.0
5.0,735579.0
5.0,731485.0
5.0,732660.0
5.0,735579.0
5.0,736242.0
5.0,732674.0
5.0,735941.0
5.0,735162.0
5.0,735898.0
5.0,736249.0
3.0,733813.0
5.0,735929.0
5.0,734905.0
5.0,735167.0
5.0,732656.0
5.0,735535.0
5.0,735987.0
5.0,733000.0
5.0,735505.0
5.0,734081.0
5.0,734769.0
5.0,734780.0
5.0,734780.0
5.0,735519.0
5.0,735176.0
5.0,736273.0
5.0,736232.0
5.0,735858.0
5.0,732661.0
5.0,735581.0
5.0,735565.0
5.0,734551.0
5.0,735868.0
4.0,735967.0
5.0,735991.0
5.0,735561.0
5.0,735561.0
5.0,736290.0
5.0,734499.0
5.0,735571.0
5.0,735577.0
5.0,735178.0
5.0,735573.0
5.0,735537.0
5.0,736305.0
5.0,732661.0
4.0,735608.0
5.0,734887.0
5.0,732665.0
5.0,734880.0
4.0,735608.0
5.0,734845.0
5.0,735619.0
3.0,735612.0
5.0,735576.0
5.0,735499.0
5.0,735241.0
5.0,735205.0
4.0,736222.0
5.0,735562.0
5.0,735534.0
5.0,732665.0
5.0,735990.0
5.0,730462.0
5.0,732702.0
5.0,731194.0
5.0,734899.0
5.0,734894.0
4.0,735866.0
5.0,736295.0
5.0,735230.0
5.0,736009.0
5.0,735942.0
5.0,736280.0
5.0,734495.0
5.0,732660.0
5.0,735568.0
5.0,734530.0
5.0,735253.0
5.0,735953.0
5.0,736014.0
5.0,736257.0
5.0,735578.0
5.0,732663.0
5.0,735604.0
5.0,735972.0
5.0,736266.0
5.0,734777.0
5.0,735939.0
5.0,734841.0
5.0,735272.0
5.0,735928.0
5.0,735952.0
4.0,735563.0
5.0,735137.0
5.0,735535.0
5.0,735924.0
5.0,732661.0
5.0,732666.0
5.0,735220.0
5.0,735560.0
5.0,736296.0
5.0,731193.0
4.0,735216.0
5.0,734488.0
5.0,732674.0
5.0,729758.0
5.0,735564.0
4.0,732695.0
5.0,735517.0
5.0,735517.0
5.0,735522.0
5.0,735191.0
5.0,732667.0
2.0,736233.0
5.0,735561.0
5.0,735561.0
5.0,735926.0
5.0,734871.0
4.0,736263.0
5.0,732700.0
5.0,735980.0
5.0,732668.0
5.0,735887.0
5.0,732707.0
5.0,732674.0
5.0,736243.0
5.0,735565.0
4.0,735512.0
5.0,732674.0
5.0,734893.0
5.0,735988.0
5.0,731194.0
4.0,736269.0
5.0,735997.0
5.0,735948.0
5.0,731186.0
5.0,734902.0
4.0,735149.0
5.0,735595.0
5.0,735222.0
5.0,730512.0
5.0,734916.0
5.0,733795.0
5.0,735265.0
5.0,734770.0
5.0,735224.0
5.0,735935.0
5.0,734777.0
5.0,734777.0
5.0,733018.0
5.0,735954.0
4.0,735277.0
5.0,732665.0
5.0,735955.0
5.0,735964.0
5.0,735951.0
5.0,732949.0
5.0,734915.0
5.0,735513.0
5.0,732708.0
5.0,734818.0
5.0,734818.0
5.0,735880.0
5.0,732988.0
5.0,735594.0
5.0,736271.0
4.0,736013.0
5.0,734839.0
4.0,734785.0
5.0,735886.0
5.0,734768.0
5.0,735504.0
5.0,732966.0
5.0,735525.0
5.0,736248.0
5.0,735191.0
5.0,736241.0
4.0,735558.0
4.0,735558.0
5.0,735264.0
5.0,732955.0
5.0,730072.0
5.0,732664.0
5.0,733808.0
5.0,733684.0
5.0,736281.0
5.0,731189.0
5.0,732677.0
5.0,735233.0
5.0,734793.0
5.0,732655.0
4.0,735492.0
5.0,735224.0
5.0,734793.0
5.0,734793.0
5.0,734793.0
5.0,729762.0
5.0,735879.0
5.0,735518.0
5.0,735273.0
5.0,732674.0
5.0,735529.0
5.0,735550.0
5.0,735550.0
5.0,734858.0
5.0,734761.0
5.0,733754.0
5.0,735235.0
5.0,735986.0
5.0,735961.0
5.0,732667.0
5.0,735912.0
4.0,733387.0
5.0,734833.0
5.0,733724.0
5.0,736263.0
5.0,735529.0
5.0,736225.0
5.0,735565.0
5.0,734850.0
5.0,736249.0
5.0,734895.0
5.0,735230.0
5.0,732667.0
4.0,734827.0
4.0,734827.0
5.0,735868.0
5.0,732673.0
5.0,735874.0
5.0,735524.0
5.0,734820.0
5.0,734867.0
5.0,736239.0
5.0,735554.0
5.0,734466.0
5.0,735265.0
5.0,735257.0
5.0,735914.0
5.0,734841.0
5.0,735933.0
5.0,735624.0
5.0,735510.0
4.0,735200.0
5.0,732664.0
5.0,735518.0
5.0,735524.0
4.0,731192.0
5.0,734768.0
5.0,735266.0
5.0,735266.0
5.0,736248.0
5.0,735938.0
4.0,735910.0
5.0,732667.0
5.0,732662.0
5.0,734822.0
4.0,734769.0
5.0,734851.0
5.0,734865.0
5.0,735936.0
5.0,735538.0
5.0,732666.0
5.0,735550.0
5.0,735191.0
5.0,735262.0
5.0,731190.0
5.0,734114.0
4.0,731231.0
5.0,735261.0
5.0,733420.0
5.0,734809.0
5.0,735561.0
5.0,731195.0
4.0,731190.0
5.0,735605.0
5.0,734853.0
5.0,734770.0
5.0,735978.0
5.0,734775.0
5.0,734867.0
4.0,735538.0
5.0,734549.0
5.0,735261.0
5.0,731191.0
5.0,735950.0
5.0,734848.0
5.0,733752.0
5.0,731189.0
5.0,735210.0
5.0,735551.0
5.0,732665.0
2.0,731200.0
5.0,732663.0
5.0,736293.0
5.0,734833.0
5.0,734758.0
5.0,734883.0
5.0,735956.0
5.0,735546.0
5.0,734486.0
3.0,734793.0
5.0,733023.0
5.0,735155.0
4.0,735951.0
5.0,735518.0
5.0,735569.0
5.0,734787.0
5.0,732644.0
5.0,735517.0
5.0,735916.0
5.0,734838.0
5.0,735648.0
5.0,736239.0
2.0,731190.0
5.0,735490.0
5.0,735160.0
5.0,736248.0
4.0,735511.0
5.0,736222.0
5.0,735928.0
5.0,731191.0
5.0,733351.0
4.0,735508.0
5.0,735165.0
5.0,735582.0
5.0,734873.0
5.0,736238.0
5.0,735874.0
5.0,735874.0
5.0,735149.0
5.0,735992.0
5.0,735869.0
4.0,731195.0
5.0,735231.0
5.0,735203.0
5.0,736012.0
5.0,735989.0
5.0,735245.0
5.0,734881.0
5.0,735231.0
5.0,735224.0
4.0,732655.0
5.0,732662.0
5.0,735269.0
5.0,735985.0
5.0,735519.0
3.0,735597.0
5.0,734781.0
5.0,735936.0
5.0,736013.0
5.0,735523.0
5.0,736238.0
5.0,735131.0
4.0,732663.0
5.0,735223.0
5.0,735537.0
5.0,735203.0
5.0,732635.0
5.0,735532.0
5.0,735623.0
5.0,736274.0
5.0,734761.0
3.0,734105.0
5.0,732661.0
4.0,732668.0
4.0,736295.0
4.0,735162.0
5.0,735123.0
5.0,735262.0
5.0,734800.0
5.0,735988.0
5.0,734811.0
5.0,735955.0
5.0,735213.0
5.0,734906.0
5.0,735540.0
5.0,736007.0
4.0,735162.0
5.0,732674.0
5.0,732668.0
5.0,735513.0
5.0,735954.0
5.0,734873.0
5.0,735910.0
2.0,735549.0
5.0,735924.0
5.0,735868.0
5.0,735208.0
5.0,732674.0
5.0,736282.0
5.0,736282.0
4.0,735517.0
5.0,734430.0
5.0,732661.0
5.0,735521.0
5.0,735178.0
5.0,734846.0
5.0,735515.0
5.0,736268.0
5.0,732702.0
4.0,735956.0
5.0,735275.0
5.0,735261.0
5.0,732661.0
5.0,735632.0
5.0,732675.0
3.0,736278.0
5.0,735608.0
4.0,732666.0
5.0,732666.0
5.0,735194.0
5.0,735527.0
4.0,731215.0
5.0,735233.0
5.0,735974.0
5.0,735502.0
5.0,735995.0
5.0,735200.0
5.0,735588.0
5.0,735588.0
5.0,735245.0
5.0,732678.0
5.0,736227.0
2.0,732663.0
5.0,734553.0
5.0,734759.0
4.0,732666.0
5.0,734787.0
5.0,735284.0
5.0,732664.0
5.0,734782.0
5.0,735259.0
5.0,735277.0
5.0,732662.0
5.0,735285.0
5.0,735285.0
5.0,734771.0
5.0,730025.0
5.0,734550.0
5.0,736257.0
5.0,735276.0
5.0,732663.0
5.0,735213.0
5.0,735231.0
5.0,734830.0
5.0,734785.0
5.0,733431.0
5.0,735255.0
5.0,734539.0
5.0,735520.0
4.0,735923.0
4.0,731190.0
5.0,734860.0
5.0,736254.0
5.0,735992.0
5.0,734869.0
5.0,732674.0
5.0,732662.0
5.0,732654.0
5.0,735492.0
5.0,735556.0
5.0,732662.0
5.0,735854.0
5.0,736219.0
5.0,736277.0
5.0,734136.0
5.0,735991.0
5.0,734812.0
5.0,735554.0
5.0,735284.0
5.0,735284.0
5.0,734784.0
5.0,734877.0
5.0,735511.0
5.0,735913.0
5.0,735488.0
5.0,734186.0
5.0,735508.0
5.0,736264.0
5.0,734812.0
5.0,735912.0
5.0,734775.0
5.0,735564.0
5.0,732673.0
5.0,733784.0
5.0,729753.0
5.0,732665.0
5.0,735530.0
4.0,735209.0
1.0,736291.0
3.0,736269.0
5.0,735509.0
5.0,734860.0
5.0,735158.0
5.0,733708.0
5.0,735537.0
5.0,735938.0
5.0,735975.0
5.0,735521.0
5.0,735257.0
5.0,735640.0
5.0,735640.0
5.0,735267.0
5.0,734898.0
5.0,731190.0
5.0,735514.0
5.0,734537.0
5.0,734537.0
5.0,735978.0
5.0,735992.0
5.0,735883.0
5.0,735878.0
5.0,734852.0
5.0,736235.0
5.0,735932.0
5.0,735500.0
5.0,735499.0
5.0,735499.0
5.0,734550.0
4.0,735881.0
5.0,736002.0
5.0,732675.0
5.0,734535.0
5.0,734918.0
5.0,732663.0
4.0,735260.0
5.0,735222.0
5.0,731204.0
5.0,735205.0
5.0,734832.0
5.0,735958.0
5.0,735524.0
5.0,734815.0
5.0,735488.0
5.0,735853.0
5.0,734816.0
4.0,735578.0
5.0,735523.0
5.0,735973.0
5.0,735197.0
5.0,735283.0
5.0,735258.0
4.0,735235.0
3.0,731257.0
4.0,735267.0
5.0,734797.0
5.0,735259.0
2.0,731504.0
5.0,735526.0
5.0,735872.0
5.0,734870.0
4.0,736011.0
3.0,736006.0
4.0,735989.0
5.0,732984.0
5.0,735974.0
5.0,735271.0
5.0,735498.0
5.0,732695.0
5.0,734834.0
5.0,736000.0
5.0,732955.0
5.0,735237.0
5.0,734470.0
5.0,734045.0
5.0,734555.0
5.0,735982.0
5.0,734810.0
5.0,735271.0
5.0,734869.0
5.0,736282.0
5.0,735251.0
5.0,735905.0
5.0,734773.0
5.0,734773.0
5.0,734773.0
5.0,733389.0
5.0,735215.0
5.0,735492.0
5.0,734770.0
4.0,735510.0
5.0,736236.0
3.0,731195.0
5.0,732665.0
5.0,734806.0
4.0,735264.0
4.0,735224.0
5.0,732661.0
5.0,735961.0
5.0,735212.0
5.0,735503.0
5.0,735503.0
4.0,735554.0
5.0,735945.0
5.0,735267.0
5.0,735262.0
5.0,735934.0
5.0,735490.0
5.0,735275.0
3.0,731194.0
3.0,735515.0
4.0,735210.0
5.0,734811.0
5.0,734811.0
5.0,735967.0
5.0,735620.0
5.0,735969.0
5.0,734869.0
5.0,732676.0
5.0,735631.0
5.0,735950.0
5.0,732684.0
5.0,735934.0
5.0,736225.0
5.0,735933.0
5.0,736001.0
5.0,734536.0
5.0,732661.0
5.0,735521.0
5.0,735603.0
5.0,734536.0
5.0,735596.0
5.0,735977.0
5.0,735923.0
5.0,732661.0
5.0,735250.0
5.0,732677.0
3.0,735158.0
5.0,731188.0
5.0,734102.0
5.0,733812.0
5.0,732663.0
5.0,732674.0
5.0,735519.0
5.0,735210.0
5.0,735536.0
4.0,735154.0
5.0,735581.0
5.0,735600.0
5.0,732674.0
5.0,734542.0
5.0,734851.0
5.0,735629.0
5.0,735230.0
4.0,735532.0
5.0,732660.0
5.0,734540.0
5.0,735883.0
5.0,735512.0
5.0,735875.0
5.0,732661.0
5.0,735887.0
5.0,731193.0
5.0,735212.0
5.0,735956.0
5.0,735516.0
5.0,733323.0
5.0,734830.0
5.0,735146.0
5.0,735547.0
5.0,734780.0
5.0,734827.0
5.0,735602.0
5.0,735921.0
5.0,734054.0
5.0,732661.0
5.0,735905.0
5.0,735924.0
5.0,730089.0
5.0,734539.0
5.0,735947.0
5.0,733051.0
5.0,732656.0
5.0,732679.0
5.0,734810.0
5.0,735953.0
5.0,734175.0
5.0,735953.0
4.0,732661.0
5.0,732662.0
4.0,732980.0
5.0,734793.0
5.0,735931.0
5.0,735608.0
5.0,735949.0
5.0,734808.0
5.0,735236.0
5.0,735945.0
5.0,732662.0
5.0,732240.0
5.0,733410.0
5.0,734783.0
5.0,732674.0
4.0,732660.0
5.0,735638.0
5.0,734802.0
5.0,735884.0
5.0,733745.0
5.0,735884.0
5.0,734816.0
5.0,733005.0
5.0,735490.0
5.0,735262.0
5.0,732660.0
4.0,735497.0
5.0,735962.0
5.0,734037.0
5.0,735515.0
5.0,734853.0
5.0,732684.0
5.0,732664.0
5.0,733799.0
5.0,732684.0
5.0,734537.0
5.0,732662.0
5.0,735526.0
5.0,735966.0
5.0,732674.0
5.0,735993.0
2.0,735596.0
5.0,732706.0
5.0,735883.0
5.0,734787.0
4.0,733731.0
5.0,735582.0
5.0,735582.0
5.0,732662.0
5.0,735137.0
5.0,735582.0
4.0,732663.0
5.0,732661.0
3.0,735950.0
5.0,733053.0
5.0,733401.0
5.0,732957.0
5.0,734536.0
5.0,735144.0
5.0,734788.0
5.0,730873.0
5.0,735976.0
5.0,734762.0
5.0,735626.0
5.0,735989.0
5.0,732661.0
5.0,733402.0
5.0,732655.0
5.0,735871.0
2.0,731195.0
5.0,732289.0
4.0,735873.0
5.0,735526.0
4.0,732666.0
5.0,735951.0
5.0,735490.0
5.0,734907.0
5.0,735931.0
5.0,735963.0
5.0,735973.0
5.0,732666.0
3.0,731189.0
5.0,735523.0
5.0,735945.0
5.0,735931.0
5.0,735533.0
5.0,735533.0
5.0,735892.0
5.0,733702.0
5.0,735598.0
5.0,735536.0
5.0,735939.0
5.0,734536.0
5.0,732662.0
3.0,735620.0
5.0,731188.0
5.0,732679.0
5.0,731207.0
5.0,732665.0
5.0,735880.0
4.0,735987.0
5.0,735577.0
5.0,735221.0
5.0,735212.0
5.0,735269.0
5.0,732674.0
5.0,734550.0
5.0,735189.0
2.0,731194.0
5.0,735553.0
5.0,735562.0
5.0,735188.0
5.0,735256.0
5.0,735211.0
5.0,734899.0
4.0,733310.0
5.0,733736.0
4.0,734493.0
5.0,735640.0
5.0,735221.0
5.0,735929.0
5.0,735878.0
5.0,734763.0
5.0,732243.0
5.0,735938.0
5.0,735265.0
5.0,735951.0
4.0,735941.0
5.0,735947.0
5.0,735216.0
5.0,732662.0
5.0,735230.0
5.0,735252.0
5.0,735176.0
5.0,732678.0
5.0,735166.0
5.0,732668.0
5.0,732687.0
4.0,735174.0
5.0,733403.0
5.0,735967.0
5.0,732959.0
5.0,733346.0
4.0,734812.0
5.0,732664.0
5.0,735929.0
5.0,732964.0
5.0,735514.0
5.0,735542.0
5.0,734894.0
4.0,732664.0
5.0,735906.0
5.0,734538.0
5.0,735922.0
5.0,735581.0
5.0,735905.0
5.0,735882.0
5.0,732661.0
5.0,732661.0
5.0,732675.0
5.0,732673.0
5.0,734871.0
3.0,732670.0
5.0,735885.0
5.0,735882.0
5.0,733056.0
3.0,732997.0
5.0,731217.0
5.0,735932.0
5.0,735230.0
5.0,735198.0
5.0,735208.0
5.0,734904.0
5.0,733048.0
5.0,734552.0
5.0,735583.0
5.0,734093.0
5.0,732662.0
5.0,734851.0
5.0,732652.0
5.0,734796.0
5.0,735868.0
5.0,734085.0
5.0,735920.0
5.0,735249.0
5.0,732662.0
4.0,735267.0
4.0,734527.0
5.0,735935.0
5.0,733375.0
5.0,734851.0
5.0,734141.0
4.0,734782.0
5.0,735192.0
5.0,735126.0
5.0,735910.0
5.0,734825.0
5.0,735523.0
5.0,735872.0
5.0,735127.0
4.0,735865.0
4.0,732974.0
5.0,735901.0
5.0,735906.0
5.0,734857.0
5.0,735243.0
5.0,735500.0
5.0,735500.0
5.0,732700.0
5.0,733415.0
5.0,735936.0
4.0,734864.0
5.0,735880.0
5.0,733767.0
4.0,735184.0
5.0,733695.0
5.0,735285.0
4.0,734504.0
5.0,735496.0
5.0,735140.0
5.0,731541.0
5.0,735269.0
5.0,732665.0
5.0,735189.0
5.0,735611.0
5.0,732676.0
5.0,732674.0
5.0,735546.0
3.0,732660.0
5.0,734771.0
5.0,732688.0
5.0,734826.0
5.0,735502.0
5.0,733692.0
5.0,735608.0
5.0,735906.0
5.0,732661.0
5.0,735907.0
5.0,734818.0
5.0,735255.0
5.0,735594.0
5.0,735889.0
5.0,732662.0
5.0,735571.0
5.0,735571.0
5.0,732662.0
4.0,734092.0
5.0,734066.0
5.0,734792.0
5.0,732677.0
5.0,735246.0
5.0,734787.0
5.0,732683.0
5.0,735130.0
5.0,735877.0
5.0,732661.0
5.0,732661.0
5.0,735898.0
5.0,733769.0
5.0,732678.0
5.0,734875.0
5.0,735242.0
5.0,734088.0
5.0,735576.0
5.0,734504.0
5.0,732674.0
5.0,735566.0
5.0,732661.0
5.0,731189.0
5.0,734881.0
5.0,735870.0
5.0,735600.0
5.0,735578.0
5.0,734895.0
5.0,735532.0
5.0,735185.0
5.0,735532.0
5.0,734793.0
5.0,735608.0
5.0,734867.0
5.0,735584.0
5.0,735866.0
5.0,734840.0
5.0,735880.0
5.0,732664.0
5.0,735597.0
5.0,732679.0
5.0,735601.0
5.0,735560.0
5.0,732689.0
5.0,735529.0
5.0,732693.0
3.0,735495.0
5.0,735586.0
5.0,734491.0
5.0,735498.0
5.0,735270.0
3.0,732695.0
5.0,731188.0
5.0,735922.0
5.0,735218.0
3.0,735573.0
5.0,734860.0
5.0,734900.0
5.0,735540.0
5.0,732664.0
5.0,731502.0
5.0,735211.0
5.0,735591.0
5.0,735553.0
2.0,735529.0
5.0,734775.0
5.0,734850.0
5.0,732661.0
5.0,734920.0
5.0,735592.0
5.0,732676.0
5.0,735602.0
5.0,732682.0
5.0,734785.0
5.0,732674.0
4.0,735594.0
5.0,731548.0
5.0,735251.0
5.0,732672.0
5.0,732663.0
5.0,732661.0
5.0,735261.0
5.0,734791.0
5.0,735272.0
5.0,735595.0
5.0,735230.0
5.0,733407.0
5.0,734774.0
5.0,735581.0
5.0,734540.0
5.0,731196.0
5.0,735590.0
5.0,731208.0
5.0,735511.0
5.0,731195.0
5.0,733671.0
5.0,732674.0
5.0,734867.0
5.0,732676.0
5.0,734816.0
5.0,732616.0
3.0,732662.0
3.0,736234.0
5.0,734480.0
5.0,734813.0
5.0,734129.0
5.0,733413.0
5.0,734125.0
5.0,732984.0
4.0,735264.0
5.0,732667.0
5.0,732660.0
5.0,731188.0
5.0,733442.0
5.0,732674.0
3.0,735221.0
5.0,732300.0
3.0,732678.0
5.0,732658.0
5.0,734879.0
5.0,732671.0
5.0,732655.0
5.0,731270.0
5.0,733400.0
5.0,732676.0
5.0,734045.0
5.0,735215.0
5.0,733700.0
5.0,734150.0
5.0,735234.0
5.0,734769.0
4.0,732674.0
5.0,732690.0
5.0,732676.0
5.0,732670.0
5.0,732665.0
5.0,732673.0
5.0,729764.0
4.0,731204.0
4.0,731194.0
5.0,733786.0
4.0,733415.0
5.0,732662.0
5.0,734166.0
5.0,732682.0
5.0,733408.0
5.0,732673.0
5.0,731185.0
5.0,731590.0
5.0,732662.0
5.0,732674.0
5.0,735195.0
5.0,732670.0
4.0,732658.0
3.0,731189.0
5.0,732662.0
5.0,732664.0
5.0,733781.0
5.0,732662.0
5.0,733441.0
5.0,731186.0
4.0,734395.0
5.0,732681.0
5.0,732672.0
5.0,733034.0
5.0,733437.0
4.0,732656.0
5.0,733417.0
4.0,733721.0
5.0,734465.0
5.0,732669.0
5.0,731190.0
2.0,735990.0
5.0,733044.0
5.0,733669.0
5.0,731191.0
3.0,733423.0
5.0,734783.0
2.0,735233.0
3.0,735230.0
5.0,732664.0
5.0,731180.0
5.0,730090.0
5.0,733804.0
5.0,732657.0
5.0,732662.0
5.0,732660.0
5.0,732995.0
5.0,735535.0
5.0,733034.0
4.0,732662.0
3.0,732675.0
5.0,734153.0
5.0,734810.0
5.0,732692.0
5.0,734419.0
5.0,731210.0
3.0,733441.0
3.0,731197.0
5.0,732659.0
5.0,732673.0
5.0,732669.0
5.0,735541.0
5.0,735543.0
5.0,732661.0
5.0,732690.0
5.0,732691.0
5.0,734418.0
5.0,732677.0
5.0,732663.0
